,,,Search Result Columns,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Downloaded on:,14-Jul-2026,,,,,,,,,,,,,,,,,,,,
Created for:,"Stewart Neifert, Johns Hopkins Technology Ventures",,,,,,,,,,,,,,,,,,,,
Search Link:,https://my.pitchbook.com/?pcc=1356759-82,,,,,,,,,,,,,,,,,,,,
Search Criteria:,Investor Types: Angels/Incubators; Venture Capital; Assets Under Management: Min: 25M; Fund Strategy: Venture Capital; Fund Vintage Year: From: 2016; Fund Status: Open Funds; Deal Types: All VC Stages; All Series; Investors with Funds having invested in Deals matching criteria; ,,,,,,,,,,,,,,,,,,,,
* All investments represented are equity and add-on investments,,,,,,,,,,,,,,,,,,,,,
Investor ID,Investors,Last Investment Company,Preferred Investment Types,Preferred Geography,Preferred Deal Size,Dry Powder,Preferred Investment Amount,Preferred Verticals,Preferred PitchBook Industry,Investments,Active Portfolio,Investments in the last 6 months,Investments in the last 12 months,Investments in the last 2 years,Investments in the last 5 years,Primary Investor Type,AUM,HQ Location,Investor Status,Description,View Investor Online
627977-62,Sunna Ventures,Adaptive Insurance,"Early Stage VC, Later Stage VC, Seed Round","Central America, Europe, South America, United States",,,0.25 - 3.00,"AdTech, AgTech, Artificial Intelligence & Machine Learning, Autonomous cars, Big Data, CleanTech, Climate Tech, CloudTech & DevOps, Cybersecurity, E-Commerce, FinTech, FoodTech, Industrials, Infrastructure, InsurTech, Internet of Things, LOHAS & Wellness, Manufacturing, Micro-Mobility, Mobile, Mobility Tech, Nanotechnology, Oil & Gas, Real Estate Technology, Ridesharing, SaaS, Space Technology, Supply Chain Tech, TMT","Business Products and Services (B2B), Consumer Products and Services (B2C), Energy, Financial Services, Healthcare, Information Technology, Materials and Resources",6,6,,2,6,6,Venture Capital,40.00,"Palo Alto, CA",Actively Seeking New Investments,"Founded in 2024, Sunna Ventures is a venture capital investment firm based in San Francisco, California. The firm prefers to invest in companies operating in energy, supply chains, and financial services sectors across Latin America, Europe, & the United States.",View Investor Online
458304-49,Verb Ventures,Ofiniti,"Early Stage VC, Seed Round","Northern Europe, United States, Western Europe",,5.30,0.57 - 4.58,,"Business Products and Services (B2B), Drug Delivery, Financial Services, Healthcare Services, Healthcare Technology Systems, IT Services, Other Consumer Products and Services, Other Information Technology, Other Pharmaceuticals and Biotechnology, Services (Non-Financial), Software, Transportation",6,6,1,2,3,5,Venture Capital,34.35,"Luxembourg, Luxembourg",Actively Seeking New Investments,"Founded in 2023, Verb Ventures is a venture capital firm headquartered in London, United Kingdom. The firm invests in business-to-business digital infrastructure supporting global trade, including platforms, marketplaces, procurement systems, and software across multiple sectors.",View Investor Online
234048-16,1818 Venture Capital,Willo (Business/Productivity Software),"Bridge, Early Stage VC, PE Growth/Expansion, Seed Round","Middle East, United Kingdom",,,0.03 - 26.61,"Cybersecurity, FinTech, InsurTech",Software,5,5,1,3,5,5,Venture Capital,79.83,"Saint Peter Port, United Kingdom",Actively Seeking New Investments,"Founded in 2012, 1818 Venture Capital is a venture capital firm based in Saint Peter Port, United Kingdom. The firm prefers to invest in the technology and fintech sectors across the United Kingdom and the Middle East.",View Investor Online
179787-07,415 Capital,Endovascular Engineering,"Bridge, Convertible Debt, Early Stage VC, Later Stage VC, Restart - Early VC, Restart - Later VC","Europe, Israel, North America",,,5.72 - 17.17,"Digital Health, HealthTech, Life Sciences, Robotics and Drones","Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems, Other Healthcare",5,3,,,2,3,Venture Capital,200.00,"Munich, Germany",Actively Seeking New Investments,"Founded in 2019, 415 Capital is a venture capital firm based in Munich, Germany. The firm prefers to invest in the healthcare sector.",View Investor Online
489621-70,AE Ventures,Copia,"Early Stage VC, Later Stage VC, Seed Round",,,,1.00 - 10.00,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, Augmented Reality, CleanTech, Climate Tech, CloudTech & DevOps, Cybersecurity, Industrials, Infrastructure, Internet of Things, Manufacturing, Micro-Mobility, Mobility Tech, Robotics and Drones, SaaS, Space Technology, Supply Chain Tech, Virtual Reality","Aerospace and Defense, Air, Application Software, Automation/Workflow Software, Communication Software, Connectivity Products, Database Software, Government, Infrastructure, Logistics, Security Services (B2B), Software Development Applications, Wireless Communications Equipment",5,4,,,1,4,Venture Capital,320.00,"Boca Raton, FL",Actively Seeking New Investments,"Founded in 2017, AE Ventures is a venture capital firm based in Boca Raton, Florida. The firm operates as the venture capital arm of AE Industrial Partners, a private investment firm focused on aerospace, national security, and industrial sectors. The firm invests in early-stage companies within these industries.",View Investor Online
617624-11,Agi House,Clair (Monitoring Equipment),"Accelerator/Incubator, Early Stage VC, Seed Round",United States,,,0.25 - 1.00,Artificial Intelligence & Machine Learning,"Business Products and Services (B2B), Consumer Products and Services (B2C), Energy, Financial Services, Healthcare, Information Technology, Materials and Resources",5,5,,1,5,5,Venture Capital,50.00,"Hillsborough, CA",Actively Seeking New Investments,"Founded in 2023, AGI House Ventures is a venture capital firm based in Hillsborough, California. The firm seeks to invest in outlier founders building AI native infrastructure and applications.",View Investor Online
435453-85,Alexia Ventures,BeConfident,"Early Stage VC, Seed Round","Central America, South America",,,0.10 - 6.00,"Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, B2B Payments, Big Data, CleanTech, Climate Tech, CloudTech & DevOps, Construction Technology, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, FinTech, FoodTech, HealthTech, HR Tech, Internet of Things, Mobility Tech, SaaS","Other Information Technology, Software",5,5,1,2,4,5,Venture Capital,105.00,"Sao Paulo, Brazil",Actively Seeking New Investments,"Launched in 2019, Alexia Ventures is a venture capital firm based in São Paulo, Brazil. The firm was founded by partners with a shared track record of success in technology and enterprise software since the mid-1990s. The firm invests in and actively supports early-stage, capital-efficient technology companies focused on AI and software, founded by Latin America founders building world-class companies. The firm is committed to being a source of smart capital, delivering strategic support and meaningful value-add to meet the region's need for truly engaged, long-term partners.",View Investor Online
58373-47,Big Sur Ventures,Tolemy Bio,"Early Stage VC, Seed Round",Southern Europe,,,0.11 - 1.14,"Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, Augmented Reality, Autonomous cars, B2B Payments, Big Data, CleanTech, Climate Tech, CloudTech & DevOps, Construction Technology, Cybersecurity, Digital Health, E-Commerce, EdTech, FinTech, FoodTech, HealthTech, Impact Investing, Infrastructure, InsurTech, Internet of Things, Legal Tech, Manufacturing, Micro-Mobility, Mobile, Mobility Tech, Nanotechnology, Robotics and Drones, SaaS, Space Technology, TMT, Virtual Reality","Internet Retail, Internet Service Providers, Internet Software, IT Consulting and Outsourcing, Media, Media and Information Services (B2B), Multimedia and Design Software, Other Business Products and Services, Other Commercial Services, Other Communications and Networking, Other Consumer Products and Services, Other Information Technology, Other IT Services, Other Retail, Other Software, Software Development Applications",5,5,2,4,5,5,Venture Capital,70.98,"Madrid, Spain",Actively Seeking New Investments,"Founded in 2012, Big Sur Ventures is a Madrid-based venture capital firm and the leading Deep Tech seed investor in Spain. The firm backs Spanish and European seed-stage companies across two core themes: Deep Tech (advanced engineering and industrial technologies, energy transition, AI, and advanced hardware) and the Power of the Internet (AI-native software, cybersecurity, and expert systems). The firm typically leads early rounds and supports founders with hands-on early-stage value creation.",View Investor Online
455043-16,Caduceus Capital Partners,TrialClinIQ,"Accelerator/Incubator, Early Stage VC, Seed Round",United States,,38.17,0.15 - 2.00,"Digital Health, HealthTech",Healthcare Technology Systems,5,5,,1,4,5,Venture Capital,77.90,"Nashville, TN",Actively Seeking New Investments,"Founded in 2020, Caduceus Capital Partners is a venture capital investment firm based in Nashville, Tennessee. The firm prefers to invest in the digital health sector.",View Investor Online
101124-55,CITES,Ab Astra,"Early Stage VC, Seed Round",Americas,,,0.15 - 3.00,"AgTech, Artificial Intelligence & Machine Learning, CleanTech, Climate Tech, FoodTech, HealthTech, Infrastructure, Life Sciences, Mobility Tech, Nanotechnology, Oil & Gas, Oncology, Pet Technology, Robotics and Drones, Space Technology","Agriculture, Biotechnology, Energy, Food Products, Healthcare Devices and Supplies, Logistics",5,5,1,4,5,5,Venture Capital,49.00,"Sunchales, Argentina",Actively Seeking New Investments,"Founded in 2013, CITES is a deeptech venture capital based in Sunchales, Argentina. The firm seeks to invest from early stages to Series A, with hands-on support in intellectual property, regulatory affairs, strategy, and fundraising to transform scientific breakthroughs into global business.",View Investor Online
226564-39,Cornerstone Venture Partners Fund (India),Yotta Data Services,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",,0.50 - 5.00,,3.00 - 15.00,"Artificial Intelligence & Machine Learning, Augmented Reality, B2B Payments, CleanTech, Climate Tech, CloudTech & DevOps, Cryptocurrency/Blockchain, Digital Health, E-Commerce, EdTech, FinTech, HealthTech, InsurTech, Internet of Things, Marketing Tech, Robotics and Drones, SaaS, Supply Chain Tech, Virtual Reality","Education and Training Services (B2B), Financial Services, Healthcare, Information Technology, Logistics, Retail",5,3,,,4,5,Venture Capital,300.00,"Mumbai, India",Actively Seeking New Investments,"Founded in 2018, Cornerstone Venture Partners is a venture capital fund based in Mumbai, India. The firm seeks to invest in software-as-a-service, artificial intelligence, machine learning, cloud tech, enterprise software, financial services, retail, logistics, and healthcare sectors.",View Investor Online
442657-99,General Inception,Surf Therapeutics,"Early Stage VC, Later Stage VC, Seed Round","Americas, Asia, Australia, Canada, Europe, Middle East, New Zealand, United States",,,0.10 - 1.00,"3D Printing, Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, CleanTech, Climate Tech, Cybersecurity, Digital Health, FemTech, FoodTech, HealthTech, Life Sciences, LOHAS & Wellness, Nanotechnology, Oncology, Wearables & Quantified Self","Diagnostic Equipment, Materials and Resources, Pharmaceuticals and Biotechnology, Therapeutic Devices",5,5,,,1,4,VC-Backed Company,65.00,"Palo Alto, CA",Actively Seeking New Investments,"Founded in 2020, General Inception is a venture capital investment firm based in Palo Alto, California. The firm prefers to invest in companies operating in the engineered biology, healthcare, life science tools & diagnostics, and therapeutics sectors.",View Investor Online
432954-19,Hlayisani Capital,Wamly,"Buyout/LBO, Early Stage VC, Later Stage VC, Management Buyout, Merger/Acquisition, PE Growth/Expansion, Secondary Buyout","Eastern Africa, Southern Africa",,,0.61 - 6.11,"AdTech, Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, Augmented Reality, Autonomous cars, B2B Payments, Big Data, Car-Sharing, CleanTech, Climate Tech, CloudTech & DevOps, Construction Technology, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, Esports, FinTech, FoodTech, Gaming, HealthTech, HR Tech, Impact Investing, Infrastructure, Internet of Things, Legal Tech, Manufacturing, Marketing Tech, Micro-Mobility, Mobile, Mobile Commerce, Mobility Tech, Nanotechnology, Oncology, Real Estate Technology, Restaurant Technology, Ridesharing, Robotics and Drones, SaaS, Supply Chain Tech, TMT, Virtual Reality, Wearables & Quantified Self","Communications and Networking, Consumer Products and Services (B2C), Education and Training Services (B2B), Financial Services, Healthcare, IT Services, Other Information Technology, Software",5,5,1,2,2,5,Venture Capital,67.18,"Stellenbosch, South Africa",Actively Seeking New Investments,"Founded in 2016, Hlayisani Capital is a venture capital firm based in Stellenbosch and Johannesburg, South Africa. The firm invests in Series A, high-growth opportunities with a strong South African link. The funds include a Shari'ah-compliant VC fund that invests in AI, Enterprise Saas, ICT, manufacturing technology, and other technology-enabled opportunities.",View Investor Online
719502-04,JSTAR Capital,ZetaGen Therapeutics,"Convertible Debt, Early Stage VC, Later Stage VC, PE Growth/Expansion",,,,5.00 - 20.00,"Digital Health, HealthTech","Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems, Information Technology, Other Healthcare, Pharmaceuticals and Biotechnology",5,5,,1,3,4,Venture Capital,100.00,"Austin, TX",Actively Seeking New Investments,"Founded in 2024, JSTAR Capital is a venture capital firm based in Austin, Texas. The firm provides venture capital financing services intended to support early- to growth-stage companies developing disruptive healthcare technologies. It primarily invests in medical devices, MedTech platforms, and specialty biopharmaceuticals, with a focus on orthopedics, cardiovascular care, and oncology.",View Investor Online
279649-00,Jundu Investment,Vanguard Electronic Materials,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",,,,,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, Big Data, E-Commerce, EdTech, HealthTech, Life Sciences, Oncology, Robotics and Drones, SaaS, TMT","Commercial Products, Consumer Products and Services (B2C), Healthcare, Software",5,5,,2,4,5,Growth/Expansion,737.02,"Beijing, China",Actively Seeking New Investments,"Founded in 2015, Jundu Investment is a growth equity firm based in Lhasa, China. The firm seeks to make investments in sectors like healthcare, advanced manufacturing, and consumption upgrades.",View Investor Online
168609-88,Lumo Labs,Whispp,"Early Stage VC, Seed Round","Belgium, Denmark, Estonia, Finland, Germany, Iceland, Latvia, Lithuania, Luxembourg, Netherlands, Norway, Portugal, Spain, Sweden",,,0.29 - 2.29,"Artificial Intelligence & Machine Learning, Augmented Reality, Big Data, Cryptocurrency/Blockchain, Cybersecurity, Impact Investing, Internet of Things, LOHAS & Wellness, Manufacturing, Robotics and Drones, TMT, Virtual Reality","Computer Hardware, Educational and Training Services (B2C), Healthcare, Software",5,5,,,5,5,Venture Capital,50.37,"Eindhoven, Netherlands",Actively Seeking New Investments,"Founded in 2020, Lumo Labs is a venture capital firm based in Eindhoven, Netherlands. The firm seeks to invest in companies operating in impact, technology, artificial intelligence, software, manufacturing, hardware, data, blockchain, robotics, drones, the internet of things, virtual reality, augmented reality, sustainable cities & communities, health & well-being, and quality education sectors.",View Investor Online
